Question,Answer,Category
عمري 17 سن +ه أشعر بالم في ظ ي جه +ة ال+ اسفل من ف ه رب ل+ لسن +ه ازا مشي مساف +ه طويل +ة أو حدث مجهود و لكن صار ل+ +ه قراب +ة شهر +ين يؤلمني يومي +ا تقريب +ا سواء . .,يفضل ان يقوم اختصاصي عظام أو عمود فقري ب+ فحص +ك سريري +ا و+ عمل اشع +ه سين +ي +ه و+ قد تحتاج +ين اشع +ه مقطعي +ه,أمراض العضلات والعظام و المفاصل
ذهب +ت عند طبيب ف+ وضع لي صور +ة على يد +ي ب+ ال+ أشع +ة اسينية ف+ قال لي سوف أجري ل+ +ك عملي +ة لان اصبعي عندما +كن +ت صغير +ا اصب +ت ب+ التواء في هذا ال+ اصبع و+ بقي منتفخ ف+ ماهو اسبب,"ال+ التئام ب+ طريق +ة غير سليم +ة يظهر نوع +ا من ال+ انتفاخ , لا أدري ما هو دواعي ال+ عملي +ة الان",أمراض العضلات والعظام و المفاصل
صديق عمل تحليل ل+ أول مر +ة صائم 256 فاطر 450 تراكمي 12 وصف ال+ طبيب ماكستارد 35 قبل ال+ عشاء و 30 قبل ال+ إفطار منذ 10 أيام و+ الآن صائم معدل فوق 200 و+ فاطر 300 ب+ استمرار . .,يجب مراجع +ه اختصاصى غدد صماء ل+ تحديد ال+ علاج ال+ أمثل و+ نظام تغذي +ه صحى و+ ممارس +ه الرياض +ه ب+ انتظام مع متابع +ه قياس +ات ال+ سكرى,أمراض الغدد الصماء
أصب +ت ب+ كسر في ال+ ساق من أسبوع +ين و+ وضع +ت في ال+ جبس أريد أن أعرف اذ +ا كان كسر خطير أو لا و+ اسف ل+ ال+ ازعاج و+ +كم مدت +ة ال+ زمني +ة و+ سني 21 سن +ة و+ ليس عند +ي اي أمراض . .,ال+ كسر يحتاج إلى من 3 إلى 4 شهور و+ لكن يجب إعاد +ة ال+ تصوير أسبوعي +ا ل+ أن هذا ال+ كسر ممكن أن يتحرك و+ في هذه ال+ حاله يكون ال+ أفضل إجراء عملي +ة تثبيت ل+ ال+ كسر,أمراض العضلات والعظام و المفاصل
ماهو علاج فايروس ال+ كبد A و+ هل يمكن ال+ شفاء من +ه تمام +ا ام يبقى خامل و+ يمكن ان يعدي شخص آخر,فيرس ال+ كبد A يعتبر من أقل التهاب +ات ال+ كبد خطور +ة و+ يتم ال+ شفاء من +ه تمام +ا و+ لا يبقى خامل +ا أو يتطور الى ال+ حاله ال+ مزمنه ك+ غير +ه مثل ال+ فيروس +ات C أو B و+ ب+ ال+ نسبه ل+ ال+ عدوى ف+ هذا ممكن في بداي +ات ال+ مرض,أمراض الجهاز الهضمي
أنا حامل في آخر ال+ أسبوع ال+ رابع ال+ يوم صار ينزل شوي +ة افراز +ات لون +ها جاي علي بني طبيعي و+ لا ب+ كون في شي خطير ال+ افراز +ات ب+ دون وجع أنا رح +ت ل+ ال+ دكتور +ة من يوم +ين و+ قال +ت . .,أنت ب+ حاج +ة ل+ أخذ مثبت +ات,أمراض نسائية
انفي يكبر ب+ سرع +ة و+ لا أعرف ما ال+ سبب ال+ رجاء ال+ مساعد +ة,لا بد أن هناك شيء في ال+ جين +ات حول ال+ موضوع ، يعني أنف ال+ والد أو ال+ والد +ة أو غير +هم ، يمكن عمل جراح +ة تجميل تجعل ال+ أنف ب+ ال+ شكل الذي تريد +ين .,البشرة والجمال
يعطيك ال+ عافيه ، اغلب +ك أنا عند +ي ال pcv 25 % و+ دمي نازل كتير 7 . 5 و+ حامل ب+ آخر ال+ شهر ال+ خامس ووصفتلي الدكتور +ه yanola iron ل+ حتى اخد +ه مر +ت +ين ب+ ال+ يوم ( قبل ساع +ه من ال+ أكل ) . .,ال+ أفضل أن تأخذي ابر حديد ب+ ال+ وريد,أمراض نسائية
توجد عند +ي حك +ة شديد +ه في ال+ عين +ين و+ انتفاخ أحيان +ا,تحسس ال+ الع +ين حاول غسل ال+ عين ب+ ال+ ماء ال+ بارد ال+ معقم تناول مضاد تحسس و+ قطر +ه ال+ تحسس,الطب العام
كم ال+ فتر +ة ال+ زمني +ة ال+ لازم +ة ل+ كي يعمل ال+ مخدر لجنوكايين في تأخير ال+ قذف يعني استخدم +ه قبل ال+ جماع ب+ كام ساع +ه حتي يعطي مفعول +ه و+ +كم هي ال+ كمي +ة ال+ مناسب +ة ؟ ؟,قبل ال+ جماع ب+ ساع +ة و+ يستعمل يومي +ا ل+ مد +ة شهر .,الصحة الجنسية
أنا عندى مشكل +ة في ال+ عضو ال+ ذكرى ب+ يطلع هواء من ال+ فتح +ة لى و+ احدو و+ أنا غير متزوج,ال+ سؤال غير واضح . كم عمر +ك ؟ و+ متى يخرج ال+ هواء ؟ مع ال+ تبول أو ب+ دون ؟ هل سبق و+ عمل +ت عملي +ات ؟ عند +ك أمراض آخر ي ؟,أمراض المسالك البولية والتناسلية
أنا مطلق ب+ قال +ي سن +ت +ين و+ كان ال+ سبب ال+ خلفه مفيش حيوان +ات مناوي +ه خالص في ال+ سائل ال+ منوي و+ هل ينفع +ان +ي أعمل تحليل ل+ ال+ سائل و+ أنا مش متجوز,نعم تستطيع عمل تحليل ل+ ال+ سائل ال+ منوي,الصحة الجنسية
ال+ سلام علي +كم ، مشكل +ت +ي تكيس في ال+ مبايض و+ اضطراب ال+ هرمون +ات . عند +ي بنت عمر +ها 3 س و+ +كن +ت استعمل ال+ كلوميد . الان من 9 شهور و+ أنا أستعمل ال+ كلوميد وديوفاستون لكن لم يحصل حمل . فحوص +ي جيد ماذا أفعل ؟,و+ هل عمل +ت قياس ل+ ال+ بويض +ة ؟,أمراض نسائية
ولد +ت طفل +ة ل+ أول مر +ة و+ مات +ت فور ولاد +ت +ها و+ كان +ت مصاب +ة متلازم +ة دا +ون و+ قال ال+ طبيب +ان +ها كان +ت تعانى من مشاكل في ال+ قلب مع ال+ علم لس +نا أقارب اناوزوجى لس +نا أقارب ف+ ما احتمال هذا . .,كم عمر +ك ؟ لان هذا يعتمد على عمر ال+ أم,أمراض نسائية
ال+ سلام علي +كم هل تؤثر دوالي ال+ خصي +ت +ين على تأخر ال+ حمل حتى بعد اجراء ال+ عمليه ل+ +هم ؟ ؟ و+ شكر +ا ل+ جهود +كم و+ تعاون +كم مع +نا,من ال+ ممكن جد +ا حدوث ذلك,أمراض المسالك البولية والتناسلية
عند +ي ال+ أم في مفاصل +ي حاد +ة أنا متخوفة,"تحليلESR , CRP يثب +ه وجود اي نوع من ال+ روماتزم",أمراض العضلات والعظام و المفاصل
حدث جماع خارجي بين +ي و بين خطيب +ي قبل ال+ دور +ة ب+ ثلاث أيام و لم يصل ال+ مذ +ي ل+ ال+ مهبل و قبل معاد ال+ دور +ة ال+ أصلي ب+ يوم شرب +ت حب +ة دواء منع حمل ال+ سؤال ما هي . .,نسب +ه حدوث حمل ضعيف +ه جد +ا و ال+ دوره سوف تنزل في معاد +ها ال+ متوقع أو بعد +ه بعد +ه أيام علي ال+ أكثر,أمراض نسائية
منذ فتر +ة و أنا أشعر ب+ ال+ عطش كثير +ا و ال+ تبول ال+ زائد في ال+ ليل هل أنا اعاني من ال+ سكري,أفحص ال+ سكر ال+ تراكميA1C,الصحة الجنسية
لدي ألم في ال+ ثدي ال+ أيسر منذ سن +ة يأتي ال+ ألم من يوم +ين الى ثلاث +ة أيام و+ عند +نا احرك يد +ي أو ضهر +ي أشعر ب+ ألم في ال+ ثدي ال+ أيسر,يجب عمل موج +ات فوق صوتي +ه على ال+ ثدي +ين و+ تحت ال+ ابط +ين,الأورام الخبيثة والحميدة
ما اثر زياد +ة ال+ بولينا على جسم ال+ إنسان,يدخل في تركيب ال+ بولنا ماد +ة ال+ امونيا و+ هي ماد +ة سام +ة ل+ خلايا جسم ال+ إنسان تستعمل نسب +ة ال+ بولينا في ال+ دم ل+ قياس وظائف ال+ كلي +ة,أمراض الجهاز الهضمي
ال+ أم في ال+ رقبه و+ اسفل ال+ ضهر,ال+ توجه الى ال+ علاج ال+ فيزيائي و+ ممارس +ة تمارين محدد +ة ل+ دعم عضل +ات ال+ جذع ال+ علوي,أمراض العضلات والعظام و المفاصل
هل ينفع يكون ال+ شريان ال+ اورطي مقطوع و+ ال+ إنسان يعيش,لا ، انقطاع ال+ أبهر يعني ال+ وفا +ة و هو غير تسلخ ال+ أبهر,أمراض القلب و الشرايين
اعانى من ال+ احليل ال+ سفلى عند ال+ تبول ال+ احظ خروج ال+ ماء في اتجاه +ين ( ليس دائم +ا ) و+ حالتى هى ان مجرى ال+ بول أسفل ال+ رأس ب+ قليل,ال+ اجابه أنت قد كتب +ت +ها هذا نتيج +ة ل+ ال+ احليل ال+ سفلي اذ +ا لم يضايقك و+ كان ال+ تحليل ل+ ال+ بول طبيعي ف+ إن +ه لا داعي ل+ عمل اي شيء,أمراض المسالك البولية والتناسلية
أنا اصب +ت ب+ مرض ال+ درن و+ الحمدلاله اتعلاجت من +ه بس في نفس ال+ وقت عند +ي حساسي +ه ب+ صدر و+ دايم احس ب+ ضيق مر +ه شديد و+ تطلع أصوات من صدري مع ال+ تنفس و+ ابي علاج يخلصني من هاذي . .,يجب ال+ تأكد من ما تعاني +ه هل أنت مريض ربو و+ هل هذه ال+ أصوات هي نتيج +ة تضيق في ال+ قصب +ات ال+ هوائي +ة اذ +ا كان ال+ موضوع كذلك يمكن أخذ علاج يريح +ك مع بعض ال+ ارشاد +ات ل+ ال+ ابتعاد عن مسبب +ات هذه ال+ حساسي +ة في ال+ صدر,أمراض الجهاز التنفسي
ان كان ولاد +ة ال+ اولى قيصيرية هل من ال+ ممكن ان يكون كل ال+ ولادت كذلك و+ +كم مر +ة تستطيع ال+ حمل ام كان +ت ال+ ولاد +ات قيصيرية . . و+ شكر +ا,هذا حسب سبب ال+ قيصري +ة ال+ أولى . و+ الآن ممكن عمل ست قيصري +ات,أمراض نسائية
ماهو طول ال+ قضيب ال+ طبيعي حسب ال+ عمر,يبدأ نمو ال+ قضيب بعد ال+ بلوغ ، و+ ال+ طول ال+ عادي من 8 - 18 سم ، و+ ينمو حتى بداي +ة ال+ عشرين +ات .,الصحة الجنسية
هل حبوب فيتامين E و+ حبوب ال+ فولك أسيد تزيد ال+ شعر في ال+ وجه عند أخذ +ها عن طريق ال+ فم ؟ ؟,لا يوجد إثبات علمي على ذلك,البشرة والجمال
أخت +ي تعاني من الم في ال+ صدر جه +ة ال+ تدي ال+ يسرى متل ال+ خناجر و+ لا تستطيع تحريك يد +ها ال+ يسرى خصوص +ا عندما تتعرض ل+ ضغط أو تكون معصب +ة و+ هي تعاني من ارتفاع ضغط ال+ دم ف+ ما . .,يجب علاج ارتفاع ضغط ال+ دم أول +ا و+ ب+ انتظام . . و+ تدريجي +ا س+ تزول تلك ال+ آلام,أمراض القلب و الشرايين
ل+ دي +ة بروز في ال+ ركب +ة و+ ذهب +ت ل+ ال+ طبيب و+ قال ان ل+ ديك مرض غضروف ال+ نمو و+ عمل +ت جبير +ة على ال+ ركب +ة و+ ل+ اكن من دون فائد +ة و ما زال ال+ ألم شديد مع ال+ علم ان عمري 17,اذ +ا كان ال+ بروز يؤثر وظيفي +ا لابد من تصليح جراحي,أمراض العضلات والعظام و المفاصل
شعر بنتى خفيف جد +ا من ال+ منتصف و+ أعلى ال+ رأس و+ ب+ عالج +ه بقالى فتر +ه زيوت و+ عن طريق طبيب +ة و+ ب+ ردو خفيف,خذي +ها ل+ طبيب ال+ أطفال ل+ فحص +ها ل+ ال+ تأكد من عدم و+ حود سوء تغذي +ة أو نقص في ال+ حديد أو أحد ال+ عناصر ال+ أحرى,أمراض الأطفال
لدي مشكل ، عند ارتخاء ال+ قضيب ، يصل طول +ه ما بين 5 و 6 سنتيمتر +ا ، لكن عند ال+ إنتصاب يترواح مابين 15 و 17 سنتيمنرا ، هذا ال+ أمر اقلقني ، . .,ال+ طول ال+ عادي من 8 - 18 سم عند ال+ انتصاب ، و+ لا داعي ل+ ال+ قلق .,الصحة الجنسية
كم نسب +ه ال+ ولاد +ة ال+ طبيعيه ب+ ال+ رحم ذو ال+ قرن +ين ؟ ؟ هل هناك حال +ات صار +ت ال+ ولاد +ة طبيعي +ه في مثل هالحالة ؟ ؟,نعم . . ممكن و+ ب+ نسب كبير +ة,أمراض نسائية
أجري +ت فحص +ا سريع +ا ل+ ال+ إيدز بعد مرور 35 يوم على علاق +ة غير محمي +ة كما أجري +ت تحليل antigene p24 بعد 40 يوم . هل هذا كافي ام مازال يجب علي غجراء تحاليل أخرى . .,"ال+ جيل ال+ رابع ( اختبار "" كومبو "" أو "" ديو "" ) يبحث عن كل من ال+ أجسام ال+ مضاد +ة و+ مستضد +ات ال+ برو +ت +ين P24 في ال+ دم . مستضد +ات ال+ برو +ت +ين P24 قابل +ة ل+ ال+ كشف مباشر +ة بعد ال+ عدوى و+ فقط في ال+ أسابيع ال+ قليل +ة ال+ أولى ، في حين أن اختبار ال+ أجسام ال+ مضاد +ة لدي +ها نافذ +ة من 4 - 12 أسابيع . معظم أخصائي +ي فيروس نقص ال+ مناع +ة ال+ بشري +ة يعتبر +ون أن هذا ال+ اختبار قاطع في 6 أسابيع ، يعني يفضل إعاد +ة ال+ فحص بعد أسبوع +ين ! !",الصحة الجنسية
بنت +ي عند +ها 4 شهورهل ينفع أعطي ل+ حليب ال+ صناعي اخلطومع ال+ يانسون,أهل +ا بحضرتك . . ال+ إجاب +ة : لا ، ،,صحة الطفل
انس +ه 36 سن +ة اعاني من ارهاق و+ تعب مع بذل مجهود بسيط اضطراب +ات في ال+ دور +ة ال+ شهري +ة تعب في ال+ أعصاب عدم تركيز اكتساب وزن قم +ت ب+ عمل تحليل ال+ غد +ة ال+ رقي +ة هل نتيج +ة ال+ تحليل . .,"ارتفاع ف+ خص TSH دليل على كسل ال+ غد +ة ال+ درقي +ة خصوص +ا مع وجود أعراض كسل ال+ غد +ة حتى و+ لو كان فحص T3 , T4 طبيعي ل+ ذلك يجب زيار +ة طبيب غدد صماء ب+ أسرع وقت ل+ عمل خط +ة علاجي +ة و+ انكانية بدء علاج ال+ ثايروكسين . ب+ ال+ شفاء ال+ عاجل",أمراض الغدد الصماء
ال+ سلام علي +كم بعد ان ترك +ت ال+ حشيش لم تتوقف بعد ثلاث +ة أشهر لكن +ها متقطع +ة ال+ مد +ة دق +ات قلب متسارع +ة ضيق نفس تعب . . ذهب +ت ل+ استشار +ة طبيب ال+ قلب و قد قم +ت ب+ تحليل ال+ غد +ة . .,سلام +ت +ك ، هذه ليس +ت أعراض انسحابية من ال+ ماد +ة التي +كن +ت تأخذ +ها ، اذ +ا طبيب ال+ قلب طمأن +ك و قال لا يوجد سبب عضو +ي ل+ ال+ اعراض ف+ إذا يعتبر هذا نوع من ال+ قلق و اعراض +ه ال+ جسدي +ة التي نتج +ت عن سوء استخدام ال+ ماد +ة ، ب+ ال+ نسب +ة ل+ ال+ تحاليل ف+ هو حسب ال+ مختبر الذي حلل +ت ب+ +ه و ما هي ارقام +ه ال+ طبيعي +ة,إدمان
أجري +ت فحص بكار +ة مر +ت +ين طبيب اخبرني بان ممزق جزئي و+ لكن يمكنني ال+ زواج لا يضر و طبيب آخر اخبرني ب+ أن +ه ممزق جزئي احتاج الى ترميم مؤقت ل+ ال+ غشاء قبل موعد ال+ زفاف,حتى لو مضمون ، ف+ لا داعي ل+ +ه ما دام ال+ غشاء ب+ خير ! !,الصحة الجنسية
أنا اسم +ي اماني متزوج +ه من عام 2004 أنجب +ت ابن +ت +ي عام 2005 و+ لم ارزق ب+ طفل آخر عمل +نا فحوص +ات أنا و+ زوج +ي و+ أظهر +ت ب+ أن +نا طبيعي +ين و+ لا مانع ل+ ال+ حمل و+ لم يحدث عند +ي حمل ف+ ارج +وا ال+ مساعده .,ب+ ال+ تأكيد هناك سبب ل+ تاخر ال+ حمل لكن ليس +ت زكل ال+ أسباب من ال+ سهل معرف +ت +ها على كل ال+ احال انصحك ب+ ال+ تلقيح ال+ مجهري ان شاء الله الله يحقق أملك في ال+ إنجاب,أمراض نسائية
قبل ال+ دورةبآسبوع شعر +ت ب+ آلم أسفل ال+ بطن و+ ال+ ظهر و+ نغز +ات ب+ ال+ ثدب في موعدهانزلت بقعةغامقةو توقف +ت ف+ هل يمكن +ان +ه حمل ؟ علم +ا +ان +ها في الا +ون +ه ال+ اخره ليس +ت منتظمةوتنزل بقع +ه بنيةوبعد بوم +ان تنزل,انتظر +ي موعد ال+ دوره و+ اعمل +ي تحليل حمل,أمراض نسائية
أنا جامع +ت زوج +ي فقط في يوم ال+ تبويض و+ من بعد +ها صار +ت عند +ي ال+ آلام تلقيح بيوض +ه في حمل يكون حمل و+ أنا ماجامعت زوج +ي فقط مر +ه واحد +ه في يوم ال+ تبويض كيف أعرف نفس +ي . .,تعرف +ين عندما تغيب ال+ دور +ة عن موعد +ها,أمراض نسائية
قبل 4 سنو +ات اختل عند +ي ال+ توازن و+ فقد +ت ال+ مشي بعد +ه راجع +ت دكتور انطاني فيتامين +ات و+ رجع +ت أمشي و+ بعد فتر +ه صار خدر ب+ حلك +ي أنطوني ابر استمر عليه +ه طول ال+ عمر رجااء ماكو حل ل+ هذا . .,هذا مرض مزمن علي +ك ال+ متابعه مع طبيب ال+ أعصاب,أمراض العضلات والعظام و المفاصل
دكتور عبد ال+ عزيز من فضل +ك اي هل ال+ مرحله ال+ كامنه لاتظهر أعراض ال+ أيدز نعم هل تظهر أعراض مرضي +ه أخرى في ال+ بدايه أو يعيش ال+ مصاب ب+ صح +ه جيد +ه ال+ بحث عبر ال+ نت يخربط لايوجد . .,فتر +ة ال+ كمون : بعد اختفاء ال+ أعراض ال+ أولي +ة ، قد لا يسبب فيروس نقص ال+ مناع +ة ال+ بشري +ة أي أعراض إضافي +ة ل+ عد +ة أشهر أو سنو +ات . خلال هذا ال+ وقت ، يتكاثر ال+ فيروس و+ يبدأ في إضعاف ال+ جهاز ال+ مناعي . ال+ مريض في هذه ال+ مرحل +ة لن يشعر ب+ ال+ مرض أو يبدو مريض +ا ، لكن ال+ فيروس لا يزال نشط +ا . و+ يمكن نقل ال+ فيروس ب+ سهول +ة ل+ ال+ آخر +ين . هذا هو ال+ سبب في أن ال+ اختبار ال+ مبكر ، حتى ب+ ال+ نسب +ة ل+ أولئك الذين يشعر +ون ب+ خير ، مهم ل+ ال+ غاي +ة .,الصحة الجنسية
زوج +ي لم يجامعني منذ 6 أشهر و لا تتحرك غريز +ت +ه ب+ أي مؤثر +ات عمر +ه 47 و+ عند +ه ضغط دم و+ ضغط عيون منذ سن +ت +ين ويستعملcoversil travatan علم +ا أن هذه ال+ حال +ة كان +ت تحصل مع +ه . .,أدوي +ة ال+ ضغط تخفض ال+ رغب +ة ال+ جنسي +ة ، و+ حسب ال+ أدوي +ة التي يتناول +ها ل+ علاج ال+ ضغط ، ف+ إذا كان +ت تحتوي على ال+ نتير +ات ف+ لا يمكن تناول ال+ أدوي +ة ال+ مساعد +ة ل+ ال+ انتصاب ، ، ربما يجب مراجع +ة طبيب +ه ل+ تقييم ال+ حال +ة ، و+ لكن في جميع ال+ أحوال ينصح علي +ه تحسين لياق +ت +ه ال+ بدني +ة ب+ ممارس +ة ال+ رياض +ة ال+ يومي +ة و+ ال+ تغذي +ة ال+ متوازن +ة و+ تناول ال+ مكسر +ات و+ ال+ عسل و+ عسل ال+ ملك +ات ، و+ هذه لائح +ة ب+ ال+ أطعم +ة التي تساعد على ال+ تخلص من ال+ ضعف ال+ جنسى مثل : ال+ ثوم ، ال+ بصل ، ال+ قمح ، ال+ موز ، ال+ زنجبيل ، حب +ة ال+ برك +ة ،,الصحة الجنسية
ب+ إجراء عملي +ة استئصال سرطان ال+ بروستات و+ ال+ خصي +ت +ين هل هناك فرص +ة ل+ ال+ عيش مد +ة أطول ، و ال+ أعمار بيد الله . أفيدوني جزا +كم الله خير +ا .,شرح +ت ل+ +ك في ال+ رسال +ة التي أرسل +ت +ها قبل هذه,أمراض المسالك البولية والتناسلية
الم شديد ب+ ال+ رقبه من وراء و+ صداع ب+ موخر +ة ال+ رأس مع الم ب+ ال+ كتف +ين و+ ال+ ظهر بس مركز ال+ ألم ب+ فقر +ات ال+ رقبه من ال+ خلف و+ تولمني جد +ا و+ لا أستطيع ال+ نوم ب+ سبب +ها حتى وان وضع +ت و+ ساد +ه,في حال +ة ال+ ضغط على ال+ عصب مهم متابع +ة ال+ طبيب من أجل ال+ ادويه ل+ معرف +ة ماذا تناول +ت و+ هل يوجد أمراض مزمن +ه و+ ماذا تتناول ك+ ادوي +ه و+ كيفي +ة وظائف ال+ دم و+ ال+ كبد و+ ال+ كلى و+ خاص +ه وضع ال+ معده و+ ال+ حساسيه - و+ استبعاد ال+ التهاب +ات ال+ مشابه ب+ ال+ اعراض اقصد ال+ روماتيزميه ال+ مفاصل والي +ك هذه ال+ ارشاد +ات في حيا +ت +ك اليوم +ي +ه اختار و+ ساد +ه سمك +ها بين 8 - 12 سم صلب +ه نوع +ا ما يفضل من ال+ قطن ال+ نوم على ال+ جنب أو ال+ ظهر عدم ال+ نوم على ال+ وجه عدم حني ال+ رقبه ال+ حذر في استعمال ال+ جوال تجنب ال+ حرك +ات ال+ فجائيه اتباع ال+ جلوس ال+ صحي و+ كذلك التفاف +ك ان يكون ب+ ال+ تفاف ال+ جسم ك+ كل و+ ليس ال+ رقبه ل+ وحد +ها و+ عمل ال+ علاج ال+ طبيعي مع ال+ معالج ال+ فيزيائي ل+ تقوي +ه ال+ عضل +ات و+ إرشاد +ات و+ نصائح,أمراض العضلات والعظام و المفاصل
مارس +ت ال+ جنس من ال+ دبر و+ +كن +ت نايم +ة علي ضهر +ي هل +ي هذا يمكن ان يسبب حمل حتي لو خرج ال+ سائل من ال+ دبر أو هل يحدث ان يتسرب سائل الي مهبلي مع ال+ علم . .,ال+ احتمال قليل جد +ا,أمراض نسائية
ماسبب ال+ صداع بعد ال+ أكل . . ؟ لي +ه بعد ال+ أكل يجيني صداع,ال+ صداع ل+ +ه أسباب عديد لا حصر ل+ +ها ، قد تكون ال+ شكل +ة في سلوكي +ة ك+ شرب ماء بارد - أو أكل كمي +ة وجب +ة كبير +ة - و+ غير +ها . . حاول +ي تقليل كمي +ة ال+ طعام و زياد +ة عدد ال+ وجب +ات - افحصي مستوى ال+ هموجلوبين ب+ ال+ دم و+ قياس ال+ سكر و ال+ ضغط .,الطب العام
زوج +ت +ي تعاني من الم في ال+ بطن و+ خروج دم و+ لكن +ه ليس كدم ال+ دوره ال+ شهريه علم +ا +ان +ه باقي علي ال+ دوره 18 يوم و+ أنا مغترب عن +ها و+ آخر زيار +ه ل+ +ها كان +ت قبل 7 شهور . .,وجه ال+ استشار +ة ل+ طبيب نسائي +ة,أمراض باطنية
ابي أنزل وزني فين +ي كرش و+ وزني 108 و+ ابي ال+ وزن ال+ مثالي و+ شكر +ا,ل+ تحديد ال+ وزن ال+ مثالي يجب تزويد +نا ب+ ال+ طول ، و+ ل+ تنزيل ال+ وزن يفضل مراجع +ة إخصائي تفذية ل+ تخطيط حمية مفصل +ة و+ ممارس +ة ال+ رياض +ة ل+ مد +ة ساع +ة متواصل +ة يومي +ا ل+ تساعد على حرق ال+ دهون,تغذية
الم قوي في ظهري في ال+ عمود ال+ فقري و+ أخذ +ت رنين ال+ مغناطيسي,هناك مقاطع أخرى كثير +ه ل+ ال+ حكم على ال+ صوره علي +ك ال+ متابعه مع طبيب +ك من أجل ال+ ادويه و+ كيفي +ة وظائف ال+ كلى و+ ال+ كبد و+ ال+ معد +ة خوف +ا من سلبي +ات ال+ علاج و+ إجراء ال+ لازم ل+ استبعاد أسباب أخرى ل+ ال+ آلام و+ إلي +ك بعض من ال+ نصائح ال+ طبي +ة في حيا +ت +ك اليوم +ي +ه تجنب ال+ حرك +ات ال+ فجائيه ال+ حذر عند رفع ال+ أشياء و+ ال+ نوم و+ ال+ جلوس ال+ صحي و+ ال+ وقوف يكون ب+ تباعد ال+ قدم +ين أو رفع أحد ال+ قدم +ين على مرتفع عدم ال+ انحناء عدم رفع ال+ أشياء ال+ ثقليله و+ ممكن ال+ علاج ال+ طبيعي ل+ تقوي +ة ال+ عضل +ات حسب ما يرا +ه طبيب +ك,أمراض العضلات والعظام و المفاصل
شاب مقبل على ال+ زواج و+ لا أعرف ماذا أفعل ب+ ال+ ضبط و أريد شرح تفصيلى ل+ هذا ! ؟,"ال+ اتصال ال+ جنسي ، و+ يكون ال+ جماع كامل +ا ؛ إذا جرى قذف ال+ مني في ال+ مهبل ، و+ غير كامل ؛ إذا تم ال+ قذف بعد إخراج ال+ قضيب من ال+ مهبل . ل+ ال+ وصول الى قم +ة ال+ لذ +ة و ال+ إثار +ة يجب ان تمارس ال+ عملي +ة ال+ جنسي +ة ب+ صور +ة صحيح +ة و ال+ عملي +ة ال+ جنسي +ة يمكن تقسيم +ها إلى ثلاث مراحل : أول +ها ال+ ملاعب +ة ال+ تمهيدي +ة ف+ ال+ جماع لا يكون ممتع +ا ل+ ال+ مرأ +ة الا اذ +ا سبق +ت +ه مداعب +ات ب+ مستفيض +ة تجعل من ال+ مرأ +ة في قم +ة ال+ استثار +ة ال+ جنسي +ة . و+ كثير من ال+ نساء يقول +ون أن +ه لا يمكن +هن ال+ وصول الى ال+ نشو +ة ال+ جنسي +ة الا اذ +ا سبق ال+ جماع ( أي ايلاج ال+ عضو ال+ ذكرى ) مداعب +ات كثير +ة . ف+ مهما حاول ال+ رجل جاهد +ا أثناء ل+ ايصال زوج +ت +ه ل+ ال+ هز +ة ال+ جنسي +ة ف+ لن يستطيع ذلك , ل+ ال+ مزيد راجع جماع في ال+ قاموس .",الصحة الجنسية
هل ال+ غشاء ال+ بكار +ة سليم يقع خلف فتح +ت ال+ حيض رجاء بد جواب دقيق,فتح +ة ال+ حيض هي ال+ جزء ال+ مفتوح من غشاء ال+ بكار +ة ! !,الصحة الجنسية
ماذا يعني اذ +ا كان +ت رائح +ة ريح ال+ ولد قوي +ة و+ مقرف +ة,"من أسباب ال+ رائح +ة ال+ كريه +ة ل+ غاز +ات ال+ بطن : ال+ بروتين +ات , إلا أن +ه يمكن ل+ ال+ سكري +ات ال+ طبيعي +ة , مثل : سكر ال+ حليب ، و+ سكر ال+ فواكه أن يسبب رائح +ة كريه +ة ، ف+ ال+ بكتيريا في ال+ أمعاء تعمل على تخمير هذه ال+ سكري +ات ، و+ ال+ فضل +ات ، و+ تسبب رائح +ة غير مقبول +ة في ال+ براز ، و+ ال+ ريح . و+ من ناحي +ة أخرى : ف+ ال+ بقولي +ات ك+ ال+ فاصوليا ، و+ غير +ها يمكن أن تتخمر في ال+ أمعاء ، و+ من +ها : أيض +ا ال+ بصل , و+ ال+ ملفوف . لذا يجب ال+ تخلص من ال+ إمساك - و+ يمكن إضاف +ة ال+ كراوي +ة , و+ ال+ زنجبيل ، و+ ال+ نعناع , الى ال+ طعام ف+ هذا يساعد على ال+ تخلص من ال+ غاز +ات . و+ يجب ال+ ابتعاد عن ال+ اطعم +ة التي تسبب ال+ غاز +ات",أمراض الجهاز الهضمي
ظهر +ت لي بواسير و ايض +ا كر +ة مؤلم +ة قرب جوانب فتح +ة ال+ شرج . . مع ال+ علم +ان +ي اعاني من ال+ امساء في أغلب ال+ أوقات . . عمري 21 سن +ة,يجب ال+ فحص ب+ واسط +ة جراح ل+ تقيم ال+ حال +ة لان +ه في ال+ اغلب ال+ كر +ة ال+ مؤلم +ة تكون بواسير متجلطه لذا يجب ال+ فحص ل+ تقيم ال+ حاله و وصف ال+ علاج ال+ مناسب,جراحة عامة
سلام علي +كم لدي ورم في فخذي و+ لا أعرف اذ +ا ما كان كيس دهني أو ورم كيف افرق بين +هم,لا يمكن ال+ تأكد من ذلك ب+ دون فحص ال+ طبيب,الأورام الخبيثة والحميدة
